Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Data Value,year,month
177898,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,10.3,2012,6
177940,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,10.3,2013,6
823296,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,6.7,2021,12
742172,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,8.5,2021,6
823317,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,7.2,2021,12
334155,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,8.2,2014,12
742205,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,8.0,2021,6
547411,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,7.0,2017,1
742269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,6.4,2021,1
547441,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,10.3,2017,1
742236,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,8.2,2021,1
605681,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107.0,Hunts Point - Mott Haven,7.9,2018,1
605735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,10.3,2018,1
605765,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,6.6,2018,1
177962,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,12.0,2013,6
549803,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,15.6,2017,1
549833,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,30.3,2017,1
176712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,19.0,2012,12
175904,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,31.6,2009,6
336567,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,30.2,2014,12
549836,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,25.6,2017,1
175913,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,18.6,2009,6
742238,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,10.2,2021,6
179584,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,10.4,2012,6
179589,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,10.3,2013,6
410725,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,7.8,2015,12
823284,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,6.4,2021,12
334095,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,10.1,2014,12
547510,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,8.4,2017,1
174260,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,9.5,2012,12
173614,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,11.0,2009,6
547540,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,7.8,2017,1
173158,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102.0,Northeast Bronx,13.4,2010,12
212818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,12.4,2014,6
825997,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,10.5,2022,6
412501,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,30.1,2015,12
176040,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,16.2,2012,6
740969,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,17.9,2021,6
825722,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,24.7,2021,12
177955,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,10.4,2013,6
547390,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,9.0,2017,1
177944,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,11.5,2013,6
823305,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,7.4,2021,12
549782,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,21.2,2017,1
549815,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,20.6,2017,1
175361,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,31.5,2010,12
825775,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,14.1,2022,6
825742,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,13.5,2022,6
823272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,7.3,2021,12
410851,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,7.3,2015,12
605663,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101.0,Kingsbridge - Riverdale,7.0,2018,1
334116,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,8.5,2014,12
334122,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,10.0,2014,12
547537,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,8.2,2017,1
174259,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,9.4,2012,12
825776,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,23.7,2021,12
412483,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,19.9,2015,12
825743,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,21.2,2021,12
176684,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,22.9,2012,12
175340,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,32.2,2010,12
336513,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,26.8,2014,12
547663,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),7.5,2017,1
742458,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),6.5,2021,1
168533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),13.1,2010,12
169302,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),10.2,2009,6
742457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),8.4,2021,6
823560,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),6.6,2021,12
411121,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),6.9,2015,12
605957,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),6.9,2018,1
742547,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),7.8,2021,6
169509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),10.0,2012,6
169568,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),10.1,2013,6
178416,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,11.4,2008,12
825766,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,10.9,2022,6
412492,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,23.2,2015,12
602765,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,22.2,2018,1
740957,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,15.7,2021,6
412438,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,17.9,2015,12
602753,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,21.0,2018,1
825734,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,22.1,2021,12
825788,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,21.8,2021,12
212811,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,10.9,2014,6
334003,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,9.6,2015,1
178402,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,10.6,2008,12
178486,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,10.5,2010,12
170418,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),9.4,2012,12
170430,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),9.2,2012,12
169474,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),10.6,2012,6
169533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),10.6,2013,6
605948,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),7.4,2018,1
742448,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),8.7,2021,6
823172,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),7.4,2021,12
169511,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),9.4,2012,6
169570,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),9.4,2013,6
823491,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),7.3,2021,12
169521,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),11.4,2013,6
169462,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),11.4,2012,6
742538,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),8.3,2021,6
823545,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),7.0,2021,12
169334,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),9.6,2009,6
170455,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),7.6,2012,12
168567,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),10.3,2010,12
169285,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12.1,2009,6
176081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,16.6,2013,6
602804,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,17.2,2018,1
334266,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),9.4,2014,12
605975,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),7.5,2018,1
823482,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),7.3,2021,12
742472,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),8.8,2021,6
411046,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),8.1,2015,12
547732,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403.0,Jackson Heights (CD3),7.2,2017,1
742473,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),6.8,2021,1
549749,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,18.5,2017,1
175892,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,21.4,2009,6
412469,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,20.9,2015,12
175956,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,17.9,2010,6
412533,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,13.1,2016,6
740965,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,27.0,2020,12
740935,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,21.2,2020,12
175934,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,19.0,2010,6
740966,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,20.2,2021,6
176544,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,22.3,2008,12
667682,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),27.7,2019,12
166020,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),26.7,2012,12
336803,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),15.5,2015,6
628471,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,407.0,Southwest Queens,43.0,2015,1
168527,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),14.9,2010,12
170415,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),10.0,2012,12
547606,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),8.4,2017,1
742401,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),7.6,2021,1
547642,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),7.9,2017,1
606053,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),6.7,2018,1
605963,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),7.0,2018,1
605915,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),8.7,2018,1
169566,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),9.7,2013,6
547759,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),7.1,2017,1
169332,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),10.1,2009,6
168565,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),11.8,2010,12
170453,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),8.3,2012,12
547669,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),7.4,2017,1
742416,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),7.0,2021,1
336606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501.0,Port Richmond,22.7,2014,12
412481,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,23.4,2015,12
175970,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,21.3,2011,6
412450,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,21.4,2015,12
166028,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),23.1,2012,12
167621,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),21.3,2009,12
643709,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),13.3,2019,6
667838,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),22.3,2019,12
165998,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),22.0,2012,12
167589,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),19.8,2009,12
165996,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),21.0,2012,12
169330,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),10.0,2009,6
170451,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),8.0,2012,12
547753,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),6.8,2017,1
742548,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),6.2,2021,1
547627,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110.0,Central Harlem (CD10),7.9,2017,1
742428,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),6.9,2021,1
168535,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),13.4,2010,12
170423,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),8.7,2012,12
176713,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,16.8,2012,12
336600,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,22.7,2014,12
549869,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,16.4,2017,1
741003,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,14.3,2021,1
176651,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,17.2,2011,12
177963,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,11.5,2013,6
823248,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,8.4,2021,12
179590,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,11.8,2013,6
173602,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104.0,Pelham - Throgs Neck,10.4,2009,6
547513,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203.0,Bedford Stuyvesant - Crown Heights,7.5,2017,1
178498,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,9.8,2010,12
333997,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,8.1,2015,1
669793,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,5.9,2020,1
178435,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,9.4,2008,12
669790,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,5.7,2020,1
176671,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,17.3,2011,12
825994,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,9.8,2022,6
