,Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Data Value,year,month
17,130412,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,209.0,Bensonhurst - Bay Ridge,1.7,2013,1
18,130434,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,410.0,Rockaways,0.0,2013,1
19,410847,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,6.9,2016,6
20,177889,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,10.8,2011,6
21,177932,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,9.4,2012,6
22,410782,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,7.1,2015,12
23,177974,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,9.5,2013,6
24,410848,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,6.0,2015,12
25,823218,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,6.4,2021,12
26,176692,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,18.6,2012,12
27,549806,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,17.7,2017,1
28,175369,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,25.7,2010,12
29,175915,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,16.1,2009,6
30,549872,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,12.7,2017,1
31,741006,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,11.4,2021,1
32,175916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,8.6,2009,6
33,336603,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,20.7,2014,12
34,178542,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,9.7,2011,12
35,177912,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,12.3,2012,6
36,177954,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,12.2,2013,6
37,334047,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,8.8,2014,12
38,177772,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,10.4,2009,6
39,742215,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,7.2,2021,1
40,742257,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,6.3,2021,1
41,178588,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,10.4,2012,12
42,177244,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,14.4,2010,12
43,410828,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,7.4,2015,12
44,177856,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,11.5,2011,6
45,823275,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,7.4,2021,12
46,177916,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,11.4,2012,6
47,410800,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,8.5,2015,12
48,177958,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,11.4,2013,6
49,605693,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,7.1,2018,1
50,742193,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,8.3,2021,6
51,177905,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,9.7,2012,6
52,175354,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,33.7,2010,12
53,176698,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,26.5,2012,12
54,175364,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,26.2,2010,12
55,175896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,23.1,2009,6
56,549854,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,16.6,2017,1
57,740946,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,19.0,2021,1
58,549824,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,23.4,2017,1
59,176656,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,27.1,2011,12
60,410767,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,7.8,2015,12
61,742214,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,9.2,2021,6
62,177898,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,10.3,2012,6
63,177940,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,10.3,2013,6
64,823296,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,6.7,2021,12
65,742172,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,8.5,2021,6
66,823317,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,7.2,2021,12
67,334155,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,8.2,2014,12
68,742205,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,8.0,2021,6
69,547411,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,7.0,2017,1
70,742269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,6.4,2021,1
71,547441,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,10.3,2017,1
72,742236,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,8.2,2021,1
73,605681,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107.0,Hunts Point - Mott Haven,7.9,2018,1
74,605735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,10.3,2018,1
75,605765,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,6.6,2018,1
76,177962,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,12.0,2013,6
77,549803,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,15.6,2017,1
78,549833,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,30.3,2017,1
79,176712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,19.0,2012,12
80,175904,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,31.6,2009,6
81,336567,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,30.2,2014,12
82,549836,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,25.6,2017,1
83,175913,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,18.6,2009,6
84,742238,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,10.2,2021,6
85,179584,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,10.4,2012,6
86,179589,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,10.3,2013,6
87,410725,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,7.8,2015,12
88,823284,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,6.4,2021,12
89,334095,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,10.1,2014,12
90,547510,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,8.4,2017,1
91,174260,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,9.5,2012,12
92,173614,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,11.0,2009,6
93,547540,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,7.8,2017,1
94,173158,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102.0,Northeast Bronx,13.4,2010,12
95,212818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,12.4,2014,6
96,825997,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,10.5,2022,6
97,412501,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,30.1,2015,12
98,176040,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,16.2,2012,6
99,740969,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,17.9,2021,6
100,825722,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,24.7,2021,12
101,177955,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,10.4,2013,6
102,547390,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,9.0,2017,1
103,177944,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,11.5,2013,6
104,823305,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,7.4,2021,12
105,549782,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,21.2,2017,1
106,549815,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,20.6,2017,1
107,175361,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,31.5,2010,12
108,825775,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,14.1,2022,6
109,825742,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,13.5,2022,6
110,823272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,7.3,2021,12
111,410851,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,7.3,2015,12
112,605663,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101.0,Kingsbridge - Riverdale,7.0,2018,1
113,334116,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,8.5,2014,12
114,334122,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,10.0,2014,12
115,547537,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,8.2,2017,1
116,174259,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,9.4,2012,12
117,825776,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,23.7,2021,12
118,412483,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,19.9,2015,12
119,825743,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,21.2,2021,12
120,176684,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,22.9,2012,12
121,175340,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,32.2,2010,12
122,336513,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,26.8,2014,12
123,547663,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),7.5,2017,1
124,742458,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),6.5,2021,1
125,168533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),13.1,2010,12
126,169302,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),10.2,2009,6
127,742457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),8.4,2021,6
128,823560,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),6.6,2021,12
129,411121,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),6.9,2015,12
130,605957,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),6.9,2018,1
131,742547,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),7.8,2021,6
132,169509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),10.0,2012,6
133,169568,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),10.1,2013,6
134,178416,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,11.4,2008,12
135,825766,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,10.9,2022,6
136,412492,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,23.2,2015,12
137,602765,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,22.2,2018,1
138,740957,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,15.7,2021,6
139,412438,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,17.9,2015,12
140,602753,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,21.0,2018,1
141,825734,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,22.1,2021,12
142,825788,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,21.8,2021,12
143,212811,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,10.9,2014,6
144,334003,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,9.6,2015,1
145,178402,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,10.6,2008,12
146,178486,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,10.5,2010,12
147,170418,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),9.4,2012,12
148,170430,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),9.2,2012,12
149,169474,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),10.6,2012,6
150,169533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),10.6,2013,6
151,605948,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),7.4,2018,1
152,742448,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),8.7,2021,6
153,823172,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),7.4,2021,12
154,169511,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),9.4,2012,6
155,169570,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),9.4,2013,6
156,823491,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),7.3,2021,12
157,169521,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),11.4,2013,6
158,169462,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),11.4,2012,6
159,742538,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),8.3,2021,6
160,823545,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),7.0,2021,12
161,169334,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),9.6,2009,6
162,170455,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),7.6,2012,12
163,168567,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),10.3,2010,12
164,169285,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12.1,2009,6
165,176081,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,16.6,2013,6
166,602804,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,17.2,2018,1
167,334266,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),9.4,2014,12
168,605975,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),7.5,2018,1
169,823482,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),7.3,2021,12
170,742472,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),8.8,2021,6
171,411046,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),8.1,2015,12
172,547732,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403.0,Jackson Heights (CD3),7.2,2017,1
173,742473,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),6.8,2021,1
174,549749,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,18.5,2017,1
175,175892,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,21.4,2009,6
176,412469,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,20.9,2015,12
177,175956,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,17.9,2010,6
178,412533,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,13.1,2016,6
179,740965,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,27.0,2020,12
180,740935,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,21.2,2020,12
181,175934,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,19.0,2010,6
182,740966,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,20.2,2021,6
183,176544,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,22.3,2008,12
184,667682,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),27.7,2019,12
185,166020,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),26.7,2012,12
186,336803,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),15.5,2015,6
191,628471,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,407.0,Southwest Queens,43.0,2015,1
192,168527,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),14.9,2010,12
193,170415,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),10.0,2012,12
194,547606,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),8.4,2017,1
195,742401,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),7.6,2021,1
196,547642,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),7.9,2017,1
197,606053,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),6.7,2018,1
198,605963,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),7.0,2018,1
199,605915,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),8.7,2018,1
200,169566,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),9.7,2013,6
201,547759,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),7.1,2017,1
202,169332,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),10.1,2009,6
203,168565,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),11.8,2010,12
204,170453,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),8.3,2012,12
205,547669,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),7.4,2017,1
206,742416,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),7.0,2021,1
207,336606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501.0,Port Richmond,22.7,2014,12
208,412481,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,23.4,2015,12
209,175970,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,21.3,2011,6
210,412450,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,21.4,2015,12
211,166028,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),23.1,2012,12
212,167621,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),21.3,2009,12
213,643709,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),13.3,2019,6
214,667838,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),22.3,2019,12
215,165998,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),22.0,2012,12
216,167589,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),19.8,2009,12
217,165996,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),21.0,2012,12
219,169330,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),10.0,2009,6
220,170451,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),8.0,2012,12
221,547753,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),6.8,2017,1
222,742548,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),6.2,2021,1
223,547627,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110.0,Central Harlem (CD10),7.9,2017,1
224,742428,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),6.9,2021,1
225,168535,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),13.4,2010,12
226,170423,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),8.7,2012,12
227,176713,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,16.8,2012,12
228,336600,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,22.7,2014,12
229,549869,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,16.4,2017,1
230,741003,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,14.3,2021,1
231,176651,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,17.2,2011,12
232,177963,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,11.5,2013,6
233,823248,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,8.4,2021,12
234,179590,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,11.8,2013,6
235,173602,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104.0,Pelham - Throgs Neck,10.4,2009,6
